,species,betweenness
586,COREGONUS ALBULA,756.0118633143107
587,TYPHLOSAURUS - LIZARDS,752.833333333333
588,OMNIVOROUS CRABS,752.3757571863397
589,BEETLES,750.4999999999995
590,FISHES (TYPE 1),748.4483791555027
591,CHARACINIDAE (4 COMMON SPECIES),747.0491054793606
592,EPIPHYTE-GRAZING AMPHIPODS,746.3166434075474
593,COPEPODA (ATTHEYELLA - PARACYCLOPS - PARACAMPTUS...) - OSTRACODA (CANDONA - DARWINULA - CYCLOCYPRIS - CYPRIDOPSIS),742.5833333333329
594,CANCER,741.9999999999997
595,PORTUNUS PUBER,741.9999999999997
596,EPHEMEROPTERA (CAENIS - EPHEMERA - CLOEON...),741.6249999999997
597,PREDATORY SHRIMPS,741.4324648167463
598,NEMATODA (IRONUS - TOBRILUS) - OLIGOCHAETA (LIMNODRILUS - PSAMMORYCTES - PELOSCOLEX - LUMBRICULIDAE - NAIDIDAE),740.8333333333329
599,LUMBRINERIS IMPATIENS,740.8303397135808
600,TRACHIURUS JAPONICA (ADULT),738.3333333333328
601,ISOPERLA,737.3809884559927
602,PAGURUS - PACHYGRAPSUS - HALOSYDNA - CIROLANA - PACHYCHELES - HEMIGRAPSUS,730.9333333333335
603,HMS SHARKS,724.0812731395672
604,HYPERIID AMPHIPODS,718.1449878375685
605,PURPLE SANDPIPER,715.3666666666663
606,COLOBURISCUS HUMERALIS,710.3237008141783
607,IDOTEA CHELIPES,710.0581240981238
608,SIMULIDAE - CRICOTOPUS - TRIANNULATUS - ORTHOCLADIUS,706.1833333333365
609,GAMMARUS PULEX,705.6377097695389
610,HERRINGS,694.514290206408
611,ARCTOCORISA GERMARI (FIEBER),690.2101307189598
612,CALLICORIXA PRAEUSTA (FIEBER),690.2101307189598
613,CORIXA DENTIPES (THOMSON),690.2101307189598
614,CORIXA PUNCTATA (ILLINGER),690.2101307189598
615,HESPEROCORIXA LINNEI (FIEBER),690.2101307189598
616,HESPEROCORIXA SAHLBERGI (FIEBER),690.2101307189598
617,SIGARIA SEMISTRAIATA (FIEBER),690.2101307189598
618,DAPHNIA - BOSMINA,687.8478814488789
619,CRICOTOPUS II,686.3220771783309
620,ANAXYRUS BOREAS (ADULT),685.830504453113
621,PNIGALIO SP.A,681.509523809524
622,AMBYSTOMA TIGRINUM,680.0583608273249
623,BENTHIC INVERTEBRATES (C.),679.4706061729194
624,TRICHOPTERA -- DIPLECTRONA - RYHACOPHILA,674.0166666666709
625,ORIBATEI SP.,672.9490196078497
626,HELISOMA,672.4445348035653
627,EUKIEFIRIELLA,664.1172342006142
628,STRIPED MUMMICHOG,656.044064577398
629,BAETIS RHODANI - B. VERNUS,655.9500000000035
630,RANA SYLVATICA,652.8824083171526
631,PILCHARD,650.5182276558501
632,SALMINUS BRASILIENSIS,640.4659591266328
633,ZOOPLANKTON HERBIVORES,633.9999999999989
634,UPOGEBIA,629.2041473486154
635,OTHER HERBIVOROUS PLANKTON,628.5993628085952
636,RHITHROGENA,623.0226190476197
637,HALIPLUS,616.9685628047113
638,LISTRONOTUS,616.9685628047113
639,METRIDIA,608.1616151724288
640,LAMYA,598.5781403958481
641,SOLEN,598.5781403958481
642,C. AUSTRALIS,597.3812014950195
643,BURROWING EPHEMERIDS,589.9336547000086
644,BALTIMORE ORIOLE - CHICKADEE - LEAST FLYCATCHER - ROSEBREASTED GROSBEAK - WILLOW THRUSH,588.0080556337421
645,BAETIS TRICAUDATUS,577.3666666666668
646,MEDIUM PELAGICS,576.6585343019484
647,MOLLIES,576.0188567569733
648,PREDATORY POLYCHAETES,574.3650274147994
649,FILTER FEEDERS,573.4537227963367
650,COLUROSTYLIS-LEMU,572.6977707855727
651,DIASTYLOPSIS-THIL,572.6977707855727
652,SMELT ALGAE 1 AND OLDER,572.3445698796123
653,WEAKFISH,569.7027938602756
654,LATE YOY AND OLDER ALEWIFE,566.1108036458456
655,GLOSSOSOMA INTERMEDIUM,565.0681818181744
656,NEOPHYLAX AUTUMNUS,564.8931818181744
657,MACOMA - CARDIUM,556.2499999999962
658,ETEONE FLAVA,555.0111111111111
659,CROAKERS,554.3633486860751
660,SCROBICULARIA PLANA - CERASTODERMA,554.2241121189679
661,ANOPHELES,549.2193101930935
662,ECDYONURUS,544.9166666666622
663,PHILOPOTAMUS,544.2499999999955
664,GRAPHODERUS,543.576545247962
665,ACILIUS,541.6502826216994
666,DIPTERA (ADULT),540.3999999999996
667,ABARENICOLA,536.0406552233862
668,PELECYPODA,534.1535271094084
669,EPHEMERA SP.,533.8666666666666
670,FRENESIA,533.2325815607658
671,MEDIUM DEMERSALS,524.750275214328
672,HOLOPEDIUM,521.9962750511114
673,HYPOPLANKTONIC CRUSTACEA,516.3940191519035
674,PARANEPHROPS ZEALANDICUS (WHITE),515.7314669261672
675,HERONS - IBISES,514.413078636293
676,CYMODOPSIS,513.5638802767484
677,OTHER PISCIVORES,512.3992924599661
678,SMALL CLADOCERANS,512.0137392873559
679,PANPHYTOPHAGOUS ACARI,508.869047619059
680,DAPHNIA GALEATA,506.8918584107157
681,BIGHEAD CARP,506.77148615548214
682,SILVER CARP,506.77148615548214
683,SERRASALMUS MARGINATUS,506.2539300525287
684,SWIMMING CRABS,505.6261371729471
685,SARDINELLA,505.32823475335266
686,WORM (LUMBRICILLUS),504.90238095237453
687,LH SCULPIN,503.33446442082976
688,BACTERIVOROUS NEMATODA,502.64285714286865
689,POLYCHAETES - ISOPODS,502.3903691135004
690,HEMIGRAPSUS EDW,498.0760159028036
691,THAIS MELONES,497.83333333333337
692,DOWNY WOODPECKER,495.5
693,LARGE SIZED EUPHAUSIACEA - MYSIDACEA - HYPERIIDEA - OSTRACODA,492.1633604128921
694,NAUPLII - SMALL SIZED EUPHAUSIACEA - MYSIDACEA - HYPERIIDEA - OSTRACODA,492.1633604128921
695,DELEATIDIUM,492.15762940785913
696,BOWFIN,491.75600595483274
697,LEPORINUS SPP,491.6595208332103
698,AMPHIPOD 2,489.0788613277386
699,HETEROPHOXUS-STEPH,489.0788613277386
700,PHOXOCEPHALUS-REG,489.0788613277386
701,PONTHARPINIA-AUST,489.0788613277386
702,SPOT,488.5824374255094
703,MULLET,485.12242900670157
704,PLANKTONIC PROTOZOA,483.75
705,THERMOCYCLOPS,482.30063245846566
706,STRONGYLOCENTROTUS FRANCISCANUS,479.0
707,CHTHAMALUS DALLI - C. MICROTRETUS,478.0
708,LEPORINUS FRIDERICI,476.40958980498345
709,THAIS TRIANGULARIS,476.16666666666663
710,SEDIMENT BACTERIA,476.0
711,BALANUS BALANOIDES,475.5
712,ANOLIS POGUS,474.71581592171356
713,PTERODORAS GRANULOSUS,474.25920425986635
714,EPHEMERELLA SUBVARIA,473.75
715,BLEAK,471.59999999999997
716,ZELANDOPERLA SP.,464.8294109871435
717,PERCA FLUVIATILIS,464.2685160138865
718,MACKERELS,463.9549687042892
719,NEOCHRYSOCHARIS SP.??,459.16666666666663
720,DIAPTOMIDAE,458.63449728349616
721,KRILL ADULT,457.2581400683456
722,KRILL LARVAE,457.2581400683456
723,LARVAL CHIRONOMIDS,455.2474613309692
724,DIPTERA -- TENDIPEDIDAE - SIMULIUM,440.7166666666603
725,TETHYA AURANTIA,439.57398450252083
726,ONCORHYNCHUS NERKA ,438.66666666666663
727,PHYACOPHILA PARANTRA,437.9300865800823
728,CRICOTOPUS SP.,437.6992997198942
729,POLYCENTROPUS - MOLANNA,435.75761159137284
730,TRICHOPTERA -- NEOPHYLAX - GLOSSOSOMA,435.4666666666603
731,POLYNEMIDAE,434.8642806886016
732,POLYPLECTROPUS PUERILIS,433.48673787783696
733,ABLABESMYIA,432.75761159137284
734,EPIBENTHIC CRUSTACEA,430.24451797102813
735,JUVENILE PENAEID SHRIMP,427.72028016012194
736,AMBYSTOMA LATERALE - A. MACULATUM A. TREMBLAYI,416.44163917267673
737,BOSMINA LONGISPINA,415.74157260337876
738,OYSTERCATCHER 2,412.77895185905186
739,PSEUDACRIS REGILLA (ADULT),407.66501635666333
740,CHAOBORUS FLAVICANS,406.9282943264464
741,CATOSTOMUS,406.35239457645025
742,HYMENOSOMA,403.76875784443564
743,RBGULL,403.60192092550506
744,LIMNEPHILUS MARMORATUS CURTIS,402.02087732528645
745,ROTIFERS AND COPEPOD NAUPLII,400.98858133229356
746,"CORALS, ANENOMES",400.4279443219402
747,SARORTHERDON MACROCHIR (CICHLID FISH),398.0181628257385
748,APHLOIA THEIFORMIS,397.99999999999994
749,STOMATOPODS,396.844966825371
750,ARENICOLA,396.45414734861225
751,LARK BUNTING,394.2018481518476
752,COPEPODS - MEROPLANKTON,392.5980142402438
753,ADELIE PENGUINS,392.5238683607379
754,HYALLELA KNICKERBOCKERII,389.4761904761945
755,CHYDORUS SP.,389.3428571428612
756,CYCLOPS SP.,389.3428571428612
757,ANISONEMA,384.28037766831386
758,PERANEMA,384.28037766831386
759,UNKNOWN AMOEBA,384.28037766831386
760,PENTANEURA SP.,374.60610500610505
761,HOMOPTERA,369.9555555555554
762,OTHER DETRITUS FEEDERS,369.94864180273515
763,NOTONECTA,369.6813358794543
764,MEXICAN MOJARRAS,366.03503314075965
765,HEMIPTERA,362.39914529914535
766,MAORIDIAMESA SPP.,362.055763884527
767,OPIUS SP.16,360.3333333333333
768,SARDINE,357.5003730102614
769,PLECTROCNEMIA CONSPERSA,352.8838827838827
770,ZEACUMANTUS,345.76483365147027
771,LORICARIA SP,343.5333103555733
772,NOTONECTA SP. (ADULT),339.59323630843994
773,DIPLECTRONA MODESTA,337.609848484844
774,SNOOKS,335.37599192920226
775,HYDROCHARA,334.3475163818004
776,TROPISTERNUS,334.3475163818004
777,OYSTERS,332.2499116946948
778,CHLOROPERLA,331.0892857142855
779,EURYTOMA BRUNNIVENTRIS,329.8965378465378
780,MARYLAND YELLOWTHROAT - YELLOW WARBLER - SONGSPARROW,329.7636363636359
781,SPERMOPHILUS BEECHEYI,328.62586047971956
782,CARNIVOROUS ZOOPLANKTON,327.279949201048
783,H. EDENTATUS,327.11968895191467
784,SURFACE FEEDING FISHES,326.21666666666664
785,FLATFISHES,322.8481210268047
786,AMPHIPOD 1,322.67477945887174
787,DECAMASTUS,319.11895571373606
788,MACROCLYMENELLA,319.11895571373606
789,SCOLOPLOS-JOHN,319.11895571373606
790,SMALL-SIZE 'ACARTIA TYPE',318.5283930923196
791,BBGULL,318.4433293614741
792,BENTHOS (MICRO MEIO AND MACRO),317.33333333333275
793,ERPOBDELLA - HELOBDELLA,317.1428571428566
794,LEUCTRA - PROTONEMEURA - AMPHINEMURA,314.2559523809528
795,COTTUS,313.5511247466778
796,GAVIA ARCTICA,313.46063074352776
797,GAVIA STELLATA,313.46063074352776
798,MOZAMBIQUE TILAPIA,313.4223377080729
799,MOLLUSK,313.34076231076364
800,SMALL-SIZE 'CALANUS TYPE',312.6640468442889
801,OLIGOCHAETE TYPE II,310.9701199802142
802,MEIOBENTHOS,310.0074289774303
803,FLATFISH SP.,309.5197725729886
804,PHILOPOTAMUS MONTANUS,309.0771708683418
805,NEREIS DIVERSICOLOR,307.8563755614211
806,OYSTERCATCHER 1,307.0493153502569
807,KILLIFISHES,306.8603955742972
808,JUVENILE HAKE,306.2868028773363
809,INDIGENOUS CATFISHES,305.36678215251766
810,P.CURVIVENTRIS,304.74934593517537
811,HYDROPHILUS SP. (ADULT),303.9871217379754
812,RHANTUS,303.77269681563575
813,MAJOR CARPS,301.36678215251794
814,NILE TILAPIA,301.36678215251794
815,PEARL SPOTS,301.36678215251794
816,PYCNOCENTRODES SPP.,300.3531056927431
817,ATALOPHLEBIOIDES CROMWELLI,300.0381232920297
818,HYDROBIUS,298.4628140702221
819,COLEOPTERA,297.3189227439227
820,MIXED-FOOD CONSUMERS,296.3100843893864
821,II-III COPEPODITES,294.47675105605293
822,YELLOW WARBLER - REDWINGED BLACKBIRD - BRONZE GRACKLE,294.472727272728
823,ASPLANCHNA PRIDONTA,294.1893681944633
824,HYMENOPTERA,293.8938644688644
825,IV-VI COPEPODITES OF PARACALANUS,292.9434177227195
826,TRACHYDORAS PARAGUAYENSIS,292.5828128911487
827,IV-VI COPEPODITES OF CALANUS AND PSEUDOCALANUS,292.3934177227196
828,OTHER MESOPELAGIC FISHES,291.74616348746156
829,ARCHICHAULIODES DIVERSUS,289.3333333333333
830,MIRAX LITHOCOLLETIDIS ASHMEAD,286.79999999999995
831,SMALL DEMERSAL FISHES,286.7221061976552
832,SMALL-SIZE 'OITHONA-ONCAEA TYPE',284.9806433419398
833,BRACON SP.5,281.3333333333333
834,SINIBRAMA,279.94216386487307
835,XENOCYPRIS,279.94216386487307
836,CENTROPTILIUM RUFOSTRIGATUM,279.0015151515138
837,B. HERODES,278.80151515151374
838,BAETIS PHOEBUS,278.80151515151374
839,AMELOTOPSIS PERSCITUS,270.7698687323278
840,ANNELID,269.98666128297924
841,CALLICORIXA,269.3446837554575
842,HYDORA NITIDA (LARVA) (BROUN),268.2712418748523
843,HESPEROCORIXA,268.1446837554575
844,SIGARA,268.1446837554575
845,SNOW BUNTING - PTARMIGAN,263.5
846,DEEP-SEA FISHES,261.83665887271087
847,CRUSTACEA,261.81511998454124
848,GYRINUS,261.07942807817255
849,SUSPENSION-FEEDING POLYCHAETES,259.9626051216769
850,PICKEREL,252.87913987972655
851,ECDYONURUS VENOSUS,251.4843137254877
852,SPHAERIDAE,250.55544754959192
853,P. CURVIVENTRIS,248.96242998318928
854,PARATHEMISTO GRACILIS,248.84607348363923
855,MEGALOANCISTRUS PARANANUS,248.4274376284882
856,LARSIA II,248.3855867121703
857,CROW,248.09441927010246
858,HYPOSTOMUS SPP,246.16524993390186
859,SNAKE HEADS,245.80251060248906
860,NEMATODE ,244.8406988605263
861,POTAMYA,242.458824317408
862,BRACON SP.3,240.65000000000003
863,GAR,239.37199702258363
864,RANA/HYLA,239.36436432348523
865,APHROPHILA NOEVAEZELANDIAE,238.6270921049048
866,POTAMOPYRGUS ANTIPODARUM,238.61991239802393
867,SUSPENSION-FEEDING MOLLUSCS,238.21270462161144
868,PROTOZOA - ROTIFERS,237.2000000000002
869,PARACALLIOPE FLUVIATILIS (THOMSON),235.54891797727296
870,DILOMA,235.38288866165473
871,NOTONECTA SP. (LARVAE),235.09719749306248
872,COROPHIUM,232.55603839320577
873,LEPTODORA,230.7952929770858
874,ARANEIDAE (SPIDERS),230.33333333333334
875,CAMBARUS PROPINQUUS,230.08333333333334
876,INVERTEBRATE PREDATORS,229.63311688311688
877,RACCOONS,229.29346068185362
878,HYDROZOA,229.0
879,EGRETS,227.5934606818536
880,PSEUDOPLATYSTOMA CORRUSCANS,226.9589214548892
881,CARDIOCLADIUS,220.56591489410096
882,SERRASALMUS SPP,218.85777466649333
883,LEPORINUS OBTUSIDENS,218.43679312429376
884,HYPORHAMPUS,217.0
885,KELLETIA KELLETII,216.174098124098
886,SMELT,215.98813668569423
887,TEALIA CORIACEA,214.08333333333334
888,HOPLOSTERNUM LITTORALE,213.33538619788476
889,P. MACULATUS,213.31495685725363
890,SERRANIDAE,212.78261636877104
891,LEVINSENIELLA,212.73376009628998
892,FISHES (TYPE 2),212.13057232701323
893,LACCOPHILUS,211.84450046358404
894,BENTHIC INVERTEBRATES (F/D/S),211.60718466339864
895,METOPOGRAPSIS MESSOR,211.3161434483108
896,HYPOPHTHALMUS EDENTATUS,209.2271757328772
897,ARCELLA,209.03625125737233
898,POECILIIDAE (2 COMMON SPECIES),208.95089452063496
899,PRIMARY CARNIVORES,207.1900831224209
900,AMPHINEMURA - EPHEMERELLA - HEPTAGENIA,206.8499999999976
901,S. ROBUSTUM,206.42433385991342
902,RHEOTANYTARSUS - EUKIEFFERIELLA TSHERNOVSKII,205.51666666666426
903,MACROBRANCHIUM,205.24723899367984
904,OLIGOCHAETA LUMBR BLUE,205.23954271181003
905,XIPHOPHOROUS HELLERI,203.98281011497733
906,PERCH FRY AND ADULTS,202.43800893533123
907,EPHEMEROPTERA -- BAETIS - CENTROPTILUM - EPEORUS - PARALEPTOPHLEBIA - PSEUDOCLOEON,202.38333333333114
908,NERITINA TAHITIENSIS,201.48281011497735
909,NEMATODA,201.3736368336124
910,MACROCRUSTACEA,200.61278166278174
911,ANACAENA,198.3933552620072
912,CYMBIODYTA,198.3933552620072
913,ENOCHRUS,198.3933552620072
914,HYDROCHUS,198.3933552620072
915,BENTHOS,198.33952657916632
916,TILAPIA,198.30379551323412
917,GASTROPUS,197.7997235305232
918,POLYARTHRA,197.7997235305232
919,TRICHOCERCA,197.7997235305232
920,HORSE MACKERELS,196.9490790296474
921,RADIOLARIA,196.53340350234456
922,OMNIVOROUS NEMATODA,195.583333333331
923,GARRA,194.82022855223377
924,RHINELEPIS ASPERA,193.71043374054727
925,ORCONECTES RUSTICUS,193.63333333333088
926,RALLUS - ANAS,193.58333333333093
927,ARISTEU VARIDENS,193.4764446894748
928,CAMBARUS TENEBROSUS,193.1333333333309
929,BODO SP1,193.08275862068723
930,CERCOMONAS,193.08275862068723
931,CYCLIDIUM,193.08275862068723
932,NOTOSELENUS,193.08275862068723
933,PETALOMONAS,193.08275862068723
934,LARGE-SIZE 'CALANUS TYPE',192.7713204041963
935,CARP,191.82022855223389
936,PASSERINES,191.583333333331
937,MICROTUS - REITHRODONTOMYS - MUS,191.2499999999977
938,RATTUS,191.2499999999977
939,SOREX,190.9999999999977
940,NAUPLII OF COPEPODA,190.7572735599003
941,PREDACEOUS NEMATODA,188.49999999999784
942,POLYARTHRA SP.,187.7747491682551
943,SYNCHAETA SP.,187.7747491682551
944,NESAMELETUS ORNATUS,185.55507163685323
945,GOBIOIDS,181.85445605292784
946,BDELLOIDEA,181.06423911918375
947,CATOSTOMUS COMMERSONNII,181.02380952380918
948,ALONA,180.99082642077104
949,ASCOMORPHA SP.,180.46060916882152
950,CONOCHILUS UNICORNIS,180.46060916882152
951,FILINIA SP.,180.46060916882152
952,KELLICOTTIA LONGISPINA,180.46060916882152
953,KERATELLA COCHELEARIS,180.46060916882152
954,CEPHALODELLA,180.06423911918375
955,EUCHANIS,180.06423911918375
956,LECANE,180.06423911918375
957,MONOMMATA,180.06423911918375
958,DELEATIDIUM SPP,179.52349601764908
959,CYPHODERIA,178.62971530965993
960,GOBIES,178.5634987318535
961,FLATFISH,177.899236964256
962,EUGLYPHA,177.62971530965993
963,HELEOPERA,177.62971530965993
964,NEBELLA,177.62971530965993
965,QUADRULELLA,177.62971530965993
966,TRINEMA,177.62971530965993
967,FLOUNDER AND NEEDLEFISH,177.37002621561467
968,RAYS,175.85714344060693
969,ZELANDOBIUS SPP. NR CONFUSUS (HARE),175.34789771399656
970,BRACON SP.11,174.41666666666666
971,BLUE WHITING,174.10225363282166
972,RUTILUS RUTILUS,174.06327243981417
973,MIRAX N. SP. 1,174.00000000000003
974,LARGE BENTHOPELAGIC FISHES,173.67088916395716
975,TILAPIA LEUCOSTICTA - T. NILOTICA,173.57331407764175
976,AUSTROCLIMA JOLLYAE,173.42807424110362
977,PHREA,170.93463245258195
978,STEINDACHNERINA SPP,170.3433460763684
979,STEINDACHENERINA SPP,169.00406036208264
980,POLYPLECTROPUS PUERILIS (MCLACHLAN),168.81573362575125
981,RUFF (GYMNOCEPHALUS CERNUS),168.18827243981414
982,NAUPLII,167.77021374927398
983,ANABOLIA,167.58572429743455
984,SALAKKA,167.4799391064808
985,TANYTARSINI,165.49945613563455
986,VARIOUS LARVAE (UNSP.),162.95238095238096
987,COMMERCIAL SPARIDS (1),161.7575508087926
988,CLUPEOIDS,160.3133932194224
989,ELACHERTUS SP.B,160.00000000000003
990,MAORIDIAMESEA,159.76741099602435
991,HYDROPSYCHID LARVAE,159.38445017659635
992,VARIOUS LARVAE (UNSPECIFIED),159.33333333333331
993,DINEUTUS,159.23811172694846
994,BOSMINA SP.,159.14285714285683
995,PLEUROXUS SP.,159.14285714285683
996,AUCHENIPTERUS NUCHALIS,158.7252344877337
997,NEOZEPHLEBIA,157.09202808904402
998,HYDORA NITIDA (LARVA),156.3755544266924
999,MANTIS SHRIMP,156.1025512918385
1000,PERCH,155.71350485098796
1001,CALLINECTES,155.5985245147009
1002,SEA RAVEN,154.98046485385518
1003,AMPHIPODA SPP.,154.88338691009403
1004,CONOCHILUS,154.22078014707793
1005,AOTEAPSYCHE SP. ,153.87077411267117
1006,TENDIPEDID,152.83333333333337
1007,TUBIFEX,152.83333333333337
1008,POLYPEDELLUM,152.61962063192814
1009,DEMERSAL SPECIES,151.03138565111618
1010,TUNICATES,150.55854187214013
1011,NANNOCHORISTA,149.56553893015794
1012,GALELD,149.49999999999997
1013,AOTEAPSYCHE SP.,149.30855413797846
1014,PITTOSPORUM SENACIA,149.00000000000003
1015,BENTHIC FEEDING FISH,147.6252211819255
1016,AUSTROPERLA CYRENE,145.74293488353703
1017,OLINGA FEREDAYI,145.589285062339
1018,CRISTAPERLA,144.2892857142857
1019,CHALCIDID SP.1,143.5
1020,PENAEUS,143.2057357970658
1021,PHLOEM (QUERCUS SPP.),143.16666666666666
1022,MUGILIDS,142.3850552862762
1023,HORISMENUS SP.F,140.4857142857143
1024,POTAMOPYRGUS ANTIPODARUM (GRAY),140.3429237877107
1025,MESOCYCLOPS,139.76021496265415
1026,PIPEFISH AND SEAHORSES,138.9859574194331
1027,AMBYSTOMA,137.1450748676224
1028,HUDSONEMA AMABILIS,135.60148326633896
1029,COMINELLA,135.22882889668708
1030,DICRANOTA SP.,134.47380952380814
1031,STEINDACHNERINA INSCULPTA,133.8769226692233
1032,APLEUROTROPIS SP.A,132.86666666666665
1033,SCHIZODON BORELII,131.93516726964083
1034,PISCF9: FLATFISH (WATER-COLUMN FEEDERS),131.6992235303389
1035,BRACON SP.10,131.61904761904762
1036,POLLICIPES,131.33915334936557
1037,ELEPHANT SEAL,130.78030427449747
1038,OTHER GROUNDFISH,129.97146037847313
1039,H. MALABARICUS,127.21544515866256
1040,DELEATIDIUM SPP. ,126.62099510200619
1041,NAUPLIUSES,126.41308079865568
1042,TANAIDACID,126.08182189754429
1043,HAPLOCHROMIS DARLINGI (CICHLID FISH),126.06666666666656
1044,AESHNA,126.06587548697095
1045,WHITE CROAKER,125.3643630878921
1046,LARVAE OF MOLLUSCS AND POLYCHAETES,124.32974746532236
1047,TRACHURUS,122.81121974432241
1048,DEPB3: MYSIDS,121.74168691892575
1049,ROTIFERS AND VELIGERS,121.28450542080563
1050,MACROBRACHIUM,121.16666666666666
1051,GERREIDS,120.19093365388348
1052,L. GENICULATA,118.70098039215688
1053,MESO AND MICROZOOPLANKTON,118.64260506946378
1054,PENGUINS,118.56547826843213
1055,LEUCTRA FUSCIVENTRIS,117.84383753501402
1056,C. DORSALIS,116.29433246297886
1057,BRYCON NATTERERI,115.75688904623284
1058,'CENTROPAGES TYPE',115.51397667527905
1059,MEDIUM-SIZED CALANOIDS,115.5080746797144
1060,HYPOSTOMUS STRIGATICEPS,115.30688904623284
1061,'EUCHAETA TYPE',115.06397667527904
1062,APHROPHILA SPP.,114.95882593829846
1063,SPERM WHALE,114.9311629719407
1064,UROPODID SP.,114.91944444444448
1065,GROUP 2,113.1345927428061
1066,CUNNER,112.73987496852382
1067,Z2C: OTHER MACRO-ZOOPLANKTON ,112.18956509938437
1068,OXYETHIRA ALBICEPS,111.74698247381878
1069,PALAEMONIDS,111.5445227356284
1070,PETROLISTHES - CREPIDULA - SPIRORBIS,111.03333333333335
1071,CHALCIDID SP.2,110.86666666666666
1072,HORSE MACKEREL,110.83677627326028
1073,IHERINGICHTHYS LABROSUS,110.51237052058401
1074,LORICARIICHTHYS PLATYMETOPON,110.22646520146581
1075,PYCNOCENTRODES EVECTA,110.12049414447964
1076,P. CORRUSCANS,110.10234992056702
1077,LORICARIICHTHYS SPP,110.05862520930444
1078,ATLANTIC SILVERSIDE AND BAY ANCHOVIES,109.40289918605079
1079,SHREWS (3 SPECIES),109.33333333333333
1080,GREGARINIDAE (TROPHOZOITE),109.13179385207224
1081,P. RETICULATUS,108.69996896818597
1082,APHROPHILA NOEVAEZELANDIAE ,108.27301725916705
1083,P. RETICULATUM,108.1178261110431
1084,CYPHOCHARAX MODESTA,107.94026628889803
1085,SCHISTOCEPHALUS SOLIDUS ,107.77963758539983
1086,OCEAN SUNFISH,107.7228671460824
1087,OTHER DETRITIVORES,107.59960317460349
1088,LEUCCORHINIA,107.4489955167102
1089,SYMPETRUM,107.4489955167102
1090,SOUTHERN HAKE AND SEA ROBINS,105.35879472732867
1091,HYPOSTOMUS SPP.,104.8931318681325
1092,TANYTARSINI  ,104.12435914337587
1093,DIFFLUGIA,103.54962684624842
1094,NEREIS SUCCINEA,103.20611385279962
1095,ACESTRORHYNCUS LACUSTRIS,102.33333333333334
1096,OTHER CRABS,102.2537684465974
1097,CANCER CRABS,100.56141918739834
1098,PSIDIUM CATTLEIANUM,99.99999999999999
1099,ZELANDOPERLA AGNETIS (MCLELLAN),99.62904539975179
1100,SEA ROBINS,99.11618166285149
1101,KERATELLA - YOUNG CYCLOPS,99.03578071630626
1102,POLYATHRA - SYNCHAETA,98.03578071630626
1103,PSEUDOLAUBUCA,97.58899711399744
1104,VERTICALLY MIGRATING MESOPELAGIC FISHES,97.11207733163093
1105,HMS SCOMBRIDS,96.5980229296225
1106,MICROPROTOZOA,96.01222940037049
1107,BELONOIDS,95.56570945480323
1108,HYDROPHILUS SP. (LARVAE),95.20250258476133
1109,CALANOIDS - SMALL TOMOPTERIDS - SMALL COELENTERATES,95.19898532407427
1110,CYCLOPOIDS,95.19898532407427
1111,ZELANDOPERLA FENESTRATA (MCLELLAN),95.14290922309861
1112,JUVF2: JUVENILE FISH (OTHER),94.7260822082277
1113,MEDIUM-SIZED SHARKS,94.26240619165938
1114,UNKNOWN GREEN ALGAL CELLS,94.04707602339182
1115,NEOPERLA SPIO NYMPHS,93.87635697635702
1116,JUVENILE EUPHAUSIIDS,93.66477557530196
1117,HYDROBIOSID SP.,93.2689184363203
1118,SERRASALMUS SPILOPLEURA,93.05947712418306
1119,CLOSTEROCERUS CINCTIPENNIS,92.86666666666666
1120,TAUTOGOLABRUS,91.42499999999998
1121,MARLIN,91.34177127102443
1122,GALGOL,91.23333333333332
1123,ACESTRORHYBCUS NUCHALIS,91.19523809523851
1124,C: CEPHALOPOD AGGREGATE,90.66382453869751
1125,PROACRIAS SP.C,89.99999999999999
1126,HYDROBIOSELLA SP. ,89.24001139988766
1127,"PISCF8: HEXAGRAMMIDAE (LINGCOD, GREENLING)",88.9193692094214
